page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
39011991,William Bruce Ellis Ranken,36756,unprotected,,7321,Fewer than 30 watchers,,0,523,119,0,0,10
25654008,Thundridge,36278,unprotected,,6927,Fewer than 30 watchers,,1,308,72,0,0,7
45487254,Vinnie Brand,36226,unprotected,,8671,Fewer than 30 watchers,,0,525,43,1,1,
11995253,Louis Delluc Prize,36199,unprotected,,24254,Fewer than 30 watchers,,4,260,136,0,0,
24571324,Guess I'm Doing Fine,36045,unprotected,,2928,Fewer than 30 watchers,,0,288,118,0,0,8
843191,Hot Potato (game show),35964,unprotected,,6985,Fewer than 30 watchers,,1,247,279,3,2,
35374720,Maurice Creek,35717,unprotected,,13486,Fewer than 30 watchers,,0,357,75,0,0,4
19152736,Bhavanga,35586,unprotected,,7430,Fewer than 30 watchers,,0,350,44,0,0,
9250083,Raghu Ramakrishnan,35422,unprotected,,3331,Fewer than 30 watchers,,0,199,48,0,0,13
25341642,Taisha-zukuri,35275,unprotected,,6546,Fewer than 30 watchers,,1,182,46,0,0,2
682842,Split the Difference,35223,unprotected,,4628,Fewer than 30 watchers,,8,254,105,0,0,11
20594585,Cromemco Dazzler,35058,unprotected,,12968,Fewer than 30 watchers,,0,218,88,0,0,
1974048,Marion Dewar,34669,unprotected,,13010,Fewer than 30 watchers,,0,214,169,0,0,7
10212088,USS Charleston (PG-51),34504,unprotected,,7178,Fewer than 30 watchers,,0,428,85,1,1,4
683979,Lost Patrol (video game),34431,unprotected,,12900,Fewer than 30 watchers,,0,338,207,2,1,9
4928189,Lucius Verginius Rufus,33979,unprotected,,4102,Fewer than 30 watchers,,2,289,79,0,0,10
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2
10276064,Bill Nye,9994129,autoconfirmed, infinity,71248,414,32,18,51485,4484,0,0,24
188564,Bill O'Reilly (political commentator),6273990,autoconfirmed, infinity,101459,772,20,41,42185,11464,4,4,32
6712182,Bill de Blasio,7773755,autoconfirmed, 2022-08-03T00:05:17Z,109947,193,32,47,95659,2452,35,13,22
4838753,Billava,233750,autoconfirmed, infinity,32270,Fewer than 30 watchers,,4,3364,922,0,0,5
730350,Billboard 200,5896908,autoconfirmed, infinity,112797,220,40,37,53885,4332,20,9,8
423161,Billboard Hot 100,12163109,autoconfirmed, infinity,30003,345,48,55,119464,3378,11,6,11
62509543,Billboard Year-End Hot 100 singles of 2019,337426,autoconfirmed, 2022-03-15T07:53:56Z,11910,Fewer than 30 watchers,,1,11323,143,0,0,3
53785363,Billie Eilish,43600384,autoconfirmed, infinity,148748,440,142,18,651612,3223,63,32,25
80903,Billie Joe Armstrong,7299999,autoconfirmed, infinity,69692,610,28,17,116497,8466,33,5,37
36560852,Billy Eichner,5855986,autoconfirmed, 2021-08-18T01:18:23Z,23405,93,24,0,59749,665,44,38,13
690865,Billy Graham,9776709,autoconfirmed, infinity,129871,453,44,50,72482,5495,6,5,42
46402593,Billy McKay,28003,autoconfirmed, infinity,41,Fewer than 30 watchers,,0,92,8,0,0,
