page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
27073715,Calliostoma belauense,2956,unprotected,,1813,,Fewer than 30 watchers,,1,2,22,0,0,10
27082111,Murray Auto Group,13735,unprotected,,5698,,Fewer than 30 watchers,,1,56,59,0,0,3
27098319,Dermomurex kaicherae,4556,unprotected,,2009,,Fewer than 30 watchers,,0,10,19,0,0,8
27140369,Gianpaolo Castorina,9237,unprotected,,5013,,Fewer than 30 watchers,,0,30,26,0,0,5
27163869,Bou Hanifia,7452,unprotected,,2849,,Fewer than 30 watchers,,0,20,15,0,0,6
27178040,Cathryn Humphris,17777,unprotected,,3313,,Fewer than 30 watchers,,2,80,25,0,0,5
27334151,Rail transport in Vietnam,132978,unprotected,,66502,,Fewer than 30 watchers,,3,1030,275,0,0,20
27361201,Kimiyasu Kudoh,17240,unprotected,,44,,Fewer than 30 watchers,,0,55,1,0,0,
27387848,2010–11 Southern Football League,22063,unprotected,,57276,,Fewer than 30 watchers,,4,121,343,1,1,2
27421348,Galion Municipal Airport,10844,unprotected,,3207,,Fewer than 30 watchers,,0,28,16,0,0,
27456457,Robert L. Chidlaw-Roberts,6893,unprotected,,7829,,Fewer than 30 watchers,,0,46,57,0,0,6
27484113,Ales Michalevic,17305,unprotected,,9636,,Fewer than 30 watchers,,3,129,82,0,0,15
27534683,Vitis popenoei,10519,unprotected,,1733,,Fewer than 30 watchers,,3,33,17,0,0,4
27565920,Michael Craig,14215,unprotected,,608,,Fewer than 30 watchers,,5,73,21,1,1,
27619680,Cymbovula,4324,unprotected,,2704,,Fewer than 30 watchers,,0,7,12,0,0,4
27816067,RSME,27255,unprotected,,341,,Fewer than 30 watchers,,0,272,4,0,0,
27837630,Edwin M. Martin,14614,unprotected,,8925,,Fewer than 30 watchers,,1,87,51,0,0,10
27849037,Laitse,11525,unprotected,,2580,,Fewer than 30 watchers,,0,49,22,2,1,4
27850577,Bernard McGinn (theologian),59368,unprotected,,13502,,Fewer than 30 watchers,,1,436,69,0,0,24
27892070,"George Whitworth (footballer, born 1896)",7376,unprotected,,5422,,Fewer than 30 watchers,,1,21,31,0,0,7
27927613,El Valle Golf Resort,10353,unprotected,,2315,,Fewer than 30 watchers,,0,60,18,1,1,
27942549,Joe Klinger,5093,unprotected,,2077,,Fewer than 30 watchers,,0,4,24,0,0,3
28097501,Aloeides aranda,5458,unprotected,,2040,,Fewer than 30 watchers,,8,16,24,1,1,5
28144534,Paula Findlay,51626,unprotected,,5844,,Fewer than 30 watchers,,0,1776,109,0,0,4
28194310,Registrar of the University of Oxford,47919,unprotected,,45867,,Fewer than 30 watchers,,0,99,115,0,0,8
28286210,Pascale Grand,4463,unprotected,,2558,,Fewer than 30 watchers,,0,21,21,0,0,4
28356622,Padmini Rout,60251,unprotected,,8490,,Fewer than 30 watchers,,0,1382,116,2,2,5
28384134,Ostružnja Donja,3006,unprotected,,2556,,Fewer than 30 watchers,,1,6,16,0,0,5
28388375,Kučići (Trebinje),5229,unprotected,,2509,,Fewer than 30 watchers,,1,13,13,0,0,5
28415532,Theodore Robinson (cricketer),4109,unprotected,,5608,,Fewer than 30 watchers,,0,9,28,0,0,4
28426488,Agraura,4707,unprotected,,505,,Fewer than 30 watchers,,0,17,13,0,0,5
28497327,Solomiia Pavlychko,7210,unprotected,,4795,,Fewer than 30 watchers,,4,40,54,0,0,12
28636584,Mayne Preceptory,4355,unprotected,,1358,,Fewer than 30 watchers,,0,9,25,0,0,5
28780424,Cabrito Rock,5334,unprotected,,2219,,Fewer than 30 watchers,,0,8,18,0,0,4
28842876,Malna,8190,unprotected,,4565,,Fewer than 30 watchers,,0,19,9,0,0,4
28886800,The Wonder Show of the World,29953,unprotected,,6373,,Fewer than 30 watchers,,0,203,32,0,0,9
28901711,Slow (Rumer song),23931,unprotected,,3896,,Fewer than 30 watchers,,0,176,52,0,0,12
28935478,Erlach (Hirschaid),5744,unprotected,,6014,,Fewer than 30 watchers,,0,16,17,0,0,7
28990585,Leucoptera celastrella,2502,unprotected,,1620,,Fewer than 30 watchers,,1,0,21,0,0,5
29001383,Ōsama (musician),2506,unprotected,,92,,Fewer than 30 watchers,,0,0,2,0,0,3
29084654,Diamond Ranch,2084,unprotected,,367,,Fewer than 30 watchers,,1,1,3,0,0,
29181597,Assistant Bishop of Newcastle,5929,unprotected,,61,,Fewer than 30 watchers,,0,0,37,0,0,
29195318,2010–11 A-League National Youth League,9253,unprotected,,104,,Fewer than 30 watchers,,0,3,1,0,0,
29206249,Justice Burke,2851,unprotected,,1130,,Fewer than 30 watchers,,1,5,19,0,0,
29240116,"Braim, Alberta",7020,unprotected,,5708,,Fewer than 30 watchers,,0,8,18,0,0,5
29259942,Dyshekov,2065,unprotected,,357,,Fewer than 30 watchers,,1,4,8,0,0,4
29303586,Phyllonorycter purgantella,3648,unprotected,,1133,,Fewer than 30 watchers,,1,8,16,0,0,4
29435911,Krok Fjord,5084,unprotected,,693,,Fewer than 30 watchers,,0,7,19,0,0,3
29496576,Williamstown Town Hall,8051,unprotected,,1980,,Fewer than 30 watchers,,0,19,18,0,0,2
29530235,Stanislav Hristov,3488,unprotected,,1491,,Fewer than 30 watchers,,0,9,22,0,0,4
29583909,Matney Peak,4293,unprotected,,1079,,Fewer than 30 watchers,,0,6,15,0,0,3
29642103,Kaalo,283120,unprotected,,5793,,Fewer than 30 watchers,,0,4394,128,1,1,5
29733686,Linder Peak,4781,unprotected,,925,,Fewer than 30 watchers,,0,9,16,0,0,3
29766505,Acrocercops camptochrysa,3815,unprotected,,813,,Fewer than 30 watchers,,0,1,16,0,0,4
29810883,Bröl,5184,unprotected,,2052,,Fewer than 30 watchers,,0,5,22,0,0,7
29863349,Adams Streeter,7695,unprotected,,1639,,Fewer than 30 watchers,,0,36,22,0,0,3
30015793,Blue Sky Solar Racing,18859,unprotected,,19161,,Fewer than 30 watchers,,1,43,138,1,1,4
30045857,Schlink,3618,unprotected,,345,,Fewer than 30 watchers,,0,10,6,0,0,3
30111015,Adriano De Pierro,11777,unprotected,,4567,,Fewer than 30 watchers,,0,42,33,0,0,9
30156889,Gavin Trippe,21225,unprotected,,17816,,Fewer than 30 watchers,,3,76,81,0,0,6
30211629,Sieglseen,1089,unprotected,,39,,Fewer than 30 watchers,,0,5,1,0,0,
30271358,6th Independent Battery Indiana Light Artillery,5921,unprotected,,4632,,Fewer than 30 watchers,,0,20,8,0,0,3
30538887,Antwerp (novel),27700,unprotected,,3793,,Fewer than 30 watchers,,0,322,30,0,0,
30618500,16 de Septiembre,25805,unprotected,,1959,,Fewer than 30 watchers,,1,36,20,0,0,5
30699765,Descent into Chaos (Legion of the Damned album),11273,unprotected,,3011,,Fewer than 30 watchers,,2,40,51,0,0,7
30738822,Maciachini (Milan Metro),9448,unprotected,,1982,,Fewer than 30 watchers,,1,37,30,0,0,3
30756779,No. 345 Squadron RAF,11404,unprotected,,3136,,Fewer than 30 watchers,,2,34,13,0,0,7
30881071,2011 ITU Triathlon World Cup,5841,unprotected,,10047,,Fewer than 30 watchers,,0,14,38,0,0,
30940850,Fiskum,7102,unprotected,,4769,,Fewer than 30 watchers,,0,21,13,0,0,5
30946717,Parliamentary Council,10952,unprotected,,3353,,Fewer than 30 watchers,,0,45,13,0,0,4
31005029,Gyöngyi Drávai,7298,unprotected,,4007,,Fewer than 30 watchers,,1,22,27,0,0,5
31016387,Greek industrial railways,12583,unprotected,,6606,,Fewer than 30 watchers,,0,94,26,0,0,3
31026684,Carlos Orellana,40297,unprotected,,4992,,Fewer than 30 watchers,,0,295,54,0,0,12
31047196,Caitlin Montanye Parrish,9808,unprotected,,46,,Fewer than 30 watchers,,0,15,6,0,0,
31090870,Irish Coffee (band),30233,unprotected,,10095,,Fewer than 30 watchers,,0,269,65,0,0,5
31091694,The Boy Who Talked to Badgers,24023,unprotected,,4083,,Fewer than 30 watchers,,0,289,45,0,0,4
31140892,Made for Each Other (album),7006,unprotected,,69,,Fewer than 30 watchers,,0,0,2,0,0,2
31155122,Eze Collins,7259,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
31188111,Science and Technology Museum,3959,unprotected,,1029,,Fewer than 30 watchers,,3,5,6,0,0,3
31214359,Andrea Bölk,7653,unprotected,,951,,Fewer than 30 watchers,,2,18,14,0,0,3
31264453,Kontaktor,9737,unprotected,,3127,,Fewer than 30 watchers,,1,7,33,0,0,9
31272715,Buddleja tibetica,8103,unprotected,,4613,,Fewer than 30 watchers,,1,17,59,0,0,3
31282954,5-Ethyl-DMT,33024,unprotected,,1846,,Fewer than 30 watchers,,0,67,29,0,0,8
31282989,Anthidium placitum,3415,unprotected,,1437,,Fewer than 30 watchers,,5,5,12,0,0,4
31655410,Viola libanotica,7387,unprotected,,1644,,Fewer than 30 watchers,,0,42,14,0,0,3
31693098,Capital structure substitution theory,44288,unprotected,,13998,,Fewer than 30 watchers,,0,164,83,0,0,
31794146,Yewale,4720,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
31802798,Marius Stan (politician),8213,unprotected,,3305,,Fewer than 30 watchers,,1,77,40,1,1,5
31819967,Garnir relations,7548,unprotected,,5938,,Fewer than 30 watchers,,2,52,18,0,0,2
31834988,Euselenops luniceps,5279,unprotected,,3571,,Fewer than 30 watchers,,2,32,27,0,0,4
31855582,You Won't Forget Me,22921,unprotected,,3999,,Fewer than 30 watchers,,0,205,27,0,0,5
31980489,Villa Grande (disambiguation),1469,unprotected,,271,,Fewer than 30 watchers,,0,7,1,0,0,
32020129,Futurebirds,74276,unprotected,,4978,,Fewer than 30 watchers,,0,1140,73,0,0,5
32289827,The Gravy Train,56091,unprotected,,3424,,Fewer than 30 watchers,,0,616,40,0,0,2
32291785,Quiet Birdmen,138920,unprotected,,20051,,Fewer than 30 watchers,,5,1742,246,0,0,6
32370723,Adelaide of Rheinfelden,30160,unprotected,,4030,,Fewer than 30 watchers,,2,327,44,1,1,5
32452041,Albert says... The Nature Knows Best,8680,unprotected,,63,,Fewer than 30 watchers,,0,8,1,0,0,
32463408,Otto Wallburg,23463,unprotected,,8404,,Fewer than 30 watchers,,1,115,144,0,0,12
32465994,2004–05 Asia League Ice Hockey season,5045,unprotected,,2312,,Fewer than 30 watchers,,1,17,14,0,0,
32525399,Solar backpack,85058,unprotected,,5552,,Fewer than 30 watchers,,0,281,71,0,0,
32549745,Asa P. Robinson,5640,unprotected,,3939,,Fewer than 30 watchers,,0,32,31,0,0,6
32646297,Jeffrey R. Di Leo,6639,unprotected,,7209,,Fewer than 30 watchers,,1,21,45,0,0,13
32709384,Evgeny Palenga,5585,unprotected,,1240,,Fewer than 30 watchers,,0,13,9,0,0,3
32714938,Qalandarabad,9142,unprotected,,1922,,Fewer than 30 watchers,,0,12,20,1,1,6
32751940,Mormogystia proleuca,3749,unprotected,,1476,,Fewer than 30 watchers,,1,2,18,0,0,5
32821422,Niccolò Galli,3151,unprotected,,185,,Fewer than 30 watchers,,3,4,6,0,0,
32893939,John Clendenin,13067,unprotected,,5159,,Fewer than 30 watchers,,3,29,48,0,0,5
33021242,John Donaldson (painter),6130,unprotected,,1177,,Fewer than 30 watchers,,0,18,13,0,0,10
33033798,Matzleinsdorf Protestant Cemetery,9669,unprotected,,5341,,Fewer than 30 watchers,,0,61,34,0,0,4
33196979,Castle of Faria,12183,unprotected,,11361,,Fewer than 30 watchers,,1,81,36,0,0,3
33219026,"Altıntaş, Çelikhan",3244,unprotected,,2537,,Fewer than 30 watchers,,1,5,21,0,0,8
33265566,George Bockelberg,3617,unprotected,,1435,,Fewer than 30 watchers,,2,9,20,0,0,7
33268311,Massa Candida,6328,unprotected,,706,,Fewer than 30 watchers,,1,43,17,0,0,3
33301481,Transmission curve,15255,unprotected,,3218,,Fewer than 30 watchers,,1,70,30,0,0,8
33313977,Double Denim Records,14650,unprotected,,2059,,Fewer than 30 watchers,,1,45,25,0,0,6
33325927,Trelassick,3561,unprotected,,448,,Fewer than 30 watchers,,0,9,8,0,0,5
33386220,William Call (disambiguation),1832,unprotected,,259,,Fewer than 30 watchers,,3,1,4,0,0,
33461628,Dragodol,4528,unprotected,,3207,,Fewer than 30 watchers,,0,18,19,0,0,8
33461717,Vezičevo,4578,unprotected,,2940,,Fewer than 30 watchers,,1,8,20,0,0,7
33481716,Rhode Island Interscholastic League,24319,unprotected,,2773,,Fewer than 30 watchers,,1,74,34,1,1,5
33656016,1999 DFS Classic,5226,unprotected,,3715,,Fewer than 30 watchers,,0,1,29,0,0,4
33716841,The Goodnight,10927,unprotected,,4739,,Fewer than 30 watchers,,0,42,35,0,0,6
33895160,One Man's Bible,17277,unprotected,,11436,,Fewer than 30 watchers,,3,147,34,0,0,
33925937,John Lauder (disambiguation),1673,unprotected,,568,,Fewer than 30 watchers,,0,1,5,0,0,
33935576,"Klub književnika, Belgrade",9634,unprotected,,10573,,Fewer than 30 watchers,,3,49,77,0,0,3
34119133,W.C. Dodson,6425,unprotected,,5310,,Fewer than 30 watchers,,3,27,20,0,0,3
34270087,Maurice Françon,5580,unprotected,,2112,,Fewer than 30 watchers,,1,14,18,0,0,21
34306486,Leonard Feather's Encyclopedia of Jazz,7915,unprotected,,2585,,Fewer than 30 watchers,,0,20,5,0,0,5
34315924,Alan Clyne,11269,unprotected,,2799,,Fewer than 30 watchers,,0,72,44,0,0,6
34362013,Sean O'Mahony (Gaelic footballer),4493,unprotected,,5126,,Fewer than 30 watchers,,2,24,27,0,0,9
34440620,Nikola Spanić,5414,unprotected,,1096,,Fewer than 30 watchers,,1,38,21,0,0,2
34510230,Sadhu Priya Das,14306,unprotected,,3696,,Fewer than 30 watchers,,1,62,31,0,0,3
34554210,Rocafort de Queralt,7594,unprotected,,3855,,Fewer than 30 watchers,,0,18,35,0,0,8
34637755,George Cope,4096,unprotected,,347,,Fewer than 30 watchers,,1,5,10,0,0,
34649708,A Brother with Perfect Timing,9969,unprotected,,3481,,Fewer than 30 watchers,,2,29,45,0,0,7
34799742,Georg Lous,3095,unprotected,,4020,,Fewer than 30 watchers,,1,5,11,0,0,
34853510,2011 Hangzhou Greentown F.C. season,4324,unprotected,,6348,,Fewer than 30 watchers,,1,7,10,0,0,7
34894413,Tim Flood,1582,unprotected,,174,,Fewer than 30 watchers,,1,3,4,0,0,
34969798,Francisco Andra,4318,unprotected,,1435,,Fewer than 30 watchers,,0,5,21,0,0,8
35093844,Kateřina Winterová,17720,unprotected,,4426,,Fewer than 30 watchers,,1,78,51,2,2,13
35184381,List of Nostalgia Critic episodes (2012),48679,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
35374720,Maurice Creek,35717,unprotected,,13486,,Fewer than 30 watchers,,0,357,75,0,0,4
35421545,Genga River,5017,unprotected,,490,,Fewer than 30 watchers,,0,27,6,0,0,2
35435895,Mahmudiyeh,1177,unprotected,,417,,Fewer than 30 watchers,,1,1,12,0,0,
35474005,"Varabad, Tehran",3342,unprotected,,1820,,Fewer than 30 watchers,,0,3,3,0,0,5
35534569,Lex Plaetoria,9224,unprotected,,4648,,Fewer than 30 watchers,,0,58,7,0,0,2
35628102,Sam Nunis,4462,unprotected,,3440,,Fewer than 30 watchers,,0,11,14,0,0,2
35682264,Synersaga pseudocathra,2594,unprotected,,700,,Fewer than 30 watchers,,1,5,11,1,1,5
35767679,Ved Pratap Vaidik,54948,unprotected,,4222,,Fewer than 30 watchers,,1,542,112,0,0,5
35828882,Marco Gerini,6278,unprotected,,2109,,Fewer than 30 watchers,,0,25,19,0,0,4
35829049,Charaphloeus,4507,unprotected,,2154,,Fewer than 30 watchers,,0,5,7,0,0,5
35850154,Atractocerus,6131,unprotected,,3429,,Fewer than 30 watchers,,2,36,15,0,0,4
35857697,Bellechasse (Lower Canada),5045,unprotected,,1245,,Fewer than 30 watchers,,0,14,2,0,0,3
35883126,Kristina Bergstrand,4395,unprotected,,1711,,Fewer than 30 watchers,,0,11,15,0,0,3
35904660,Bill Woodhouse,7233,unprotected,,1464,,Fewer than 30 watchers,,0,17,21,0,0,2
35933982,Accessibility and built environments,3163,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
35992681,Hyperestrogenism,179022,unprotected,,4625,,Fewer than 30 watchers,,2,1504,50,1,1,10
36001244,VPS26B,4025,unprotected,,1155,,Fewer than 30 watchers,,1,8,11,0,0,
36001905,18 Light Regiment,23975,unprotected,,341,,Fewer than 30 watchers,,0,21,2,0,0,
36017881,ARU TV,9832,unprotected,,5725,,Fewer than 30 watchers,,0,24,58,1,1,5
36025899,In the Name of Love: A Texas Tragedy,29671,unprotected,,12080,,Fewer than 30 watchers,,1,380,61,0,0,3
36037846,When Liking Turns to Loving,4240,unprotected,,1495,,Fewer than 30 watchers,,1,25,14,0,0,5
36064717,Sorority Girls (TV series),26651,unprotected,,4103,,Fewer than 30 watchers,,0,134,56,0,0,2
36070851,Javier Varela,5647,unprotected,,1284,,Fewer than 30 watchers,,1,10,16,0,0,4
36130118,"Towhidabad, Golestan",5715,unprotected,,1853,,Fewer than 30 watchers,,1,13,6,0,0,5
36135552,William Kirkbride,5136,unprotected,,45,,Fewer than 30 watchers,,0,11,1,0,0,
36190335,House of Xtravaganza,613249,unprotected,,41862,,Fewer than 30 watchers,,0,7651,301,1,1,5
36225118,Willy Wolterstorff,5255,unprotected,,4368,,Fewer than 30 watchers,,0,16,17,0,0,6
36288440,New Brunswick Route 460,4700,unprotected,,2317,,Fewer than 30 watchers,,0,4,9,0,0,10
36326028,1964–65 Serie C,6947,unprotected,,6970,,Fewer than 30 watchers,,2,15,18,0,0,2
36371986,Luís Martins (footballer born 1963),8200,unprotected,,68,,Fewer than 30 watchers,,0,3,1,0,0,
36371998,EchoStar XVII,37502,unprotected,,6028,,Fewer than 30 watchers,,1,237,62,0,0,
36466994,Lelei Fonoimoana,7116,unprotected,,2338,,Fewer than 30 watchers,,1,50,24,0,0,4
36477403,Taastrup Water Tower,4094,unprotected,,2407,,Fewer than 30 watchers,,0,12,25,0,0,3
36483296,Tithe Act,5341,unprotected,,1193,,Fewer than 30 watchers,,2,7,6,0,0,
36549215,El Deber,37140,unprotected,,986,,Fewer than 30 watchers,,1,642,20,0,0,
36632359,Varlam Liparteliani,61565,unprotected,,13447,,Fewer than 30 watchers,,0,11925,232,4,4,6
36715882,Michael Quinn (paralympian),1471,unprotected,,57,,Fewer than 30 watchers,,0,1,1,0,0,
36754379,A Woman of Experience,21894,unprotected,,7001,,Fewer than 30 watchers,,0,93,45,0,0,4
36768724,Sherman Williams,13717,unprotected,,365,,Fewer than 30 watchers,,2,28,6,0,0,
36840339,Laban notation symbols,13445,unprotected,,12655,,Fewer than 30 watchers,,1,82,55,0,0,8
36933162,Charles Angell Bradford,8374,unprotected,,6671,,Fewer than 30 watchers,,0,17,58,0,0,8
37045259,1980 Texas Longhorns football team,23280,unprotected,,7631,,Fewer than 30 watchers,,3,277,43,0,0,6
37092694,University of Bunda Mulia,46974,unprotected,,11500,,Fewer than 30 watchers,,1,372,45,0,0,4
37262182,Bessieres Island,5514,unprotected,,1548,,Fewer than 30 watchers,,1,30,24,0,0,
37312959,Athletics at the 2004 Summer Paralympics – Men's 100 metres T52–54,3418,unprotected,,15444,,Fewer than 30 watchers,,9,7,12,0,0,
37440464,2011 Japan Women's Football League,1898,unprotected,,52,,Fewer than 30 watchers,,0,0,2,0,0,
37472441,"Glenwood Cemetery (Washington, D.C.)",33906,unprotected,,17775,,Fewer than 30 watchers,,0,321,75,0,0,5
37513635,Khadija Sharife,11180,unprotected,,2148,,Fewer than 30 watchers,,1,67,34,0,0,8
37554748,Psychedelic Desert,4971,unprotected,,1580,,Fewer than 30 watchers,,0,16,8,0,0,7
37640331,I Kill,10713,unprotected,,2688,,Fewer than 30 watchers,,2,84,39,0,0,12
37658705,Jagannathpur-Parulia,7606,unprotected,,2503,,Fewer than 30 watchers,,0,41,17,2,2,8
37700191,Tachina casta,3076,unprotected,,1249,,Fewer than 30 watchers,,0,9,13,0,0,4
37709114,Tachina defecta,3642,unprotected,,992,,Fewer than 30 watchers,,0,4,10,0,0,4
37720592,Kernel (image processing),1204279,unprotected,,13510,,70,3,0,14109,137,4,2,
37814521,Morris Industrial School for Indians,13331,unprotected,,14562,,Fewer than 30 watchers,,1,363,41,0,0,13
37815274,Albert Hertzog,43594,unprotected,,35577,,Fewer than 30 watchers,,0,742,115,0,0,11
37860354,Kund Park,15443,unprotected,,4763,,Fewer than 30 watchers,,0,119,30,0,0,3
37876103,Maurice Le Glay,6910,unprotected,,6642,,Fewer than 30 watchers,,0,24,40,1,1,9
37903493,Kollapur (Assembly constituency),39669,unprotected,,2613,,Fewer than 30 watchers,,0,666,43,0,0,4
38039986,Santi Celso e Giuliano,22385,unprotected,,3435,,Fewer than 30 watchers,,0,96,37,0,0,6
38054781,Edge of Twilight (series),8822,unprotected,,3288,,Fewer than 30 watchers,,0,25,25,0,0,
38106666,"Karacalar, Mengen",3936,unprotected,,2233,,Fewer than 30 watchers,,0,5,15,0,0,7
38126855,Grahapati Kokkala inscription,5680,unprotected,,3571,,Fewer than 30 watchers,,2,40,30,0,0,
38170178,Jim Bredar,5717,unprotected,,8646,,Fewer than 30 watchers,,0,20,32,0,0,2
38171430,Mahajamba River,6705,unprotected,,717,,Fewer than 30 watchers,,0,17,17,0,0,3
38203019,Kate Dillon Levin,146270,unprotected,,22153,,Fewer than 30 watchers,,0,1273,136,14,8,6
38309501,List of theatres in Serbia,8509,unprotected,,5604,,Fewer than 30 watchers,,0,36,24,0,0,2
38338161,Cadmium tetrafluoroborate,11861,unprotected,,16599,,Fewer than 30 watchers,,0,30,51,0,0,12
38348515,Rolling Stone Australia Awards,11676,unprotected,,5787,,Fewer than 30 watchers,,0,70,21,0,0,3
38377889,Mishen,7405,unprotected,,1828,,Fewer than 30 watchers,,4,17,5,0,0,5
38412784,Ron Hadfield,9342,unprotected,,4127,,Fewer than 30 watchers,,1,45,50,1,1,7
38438250,Extreme Rising,72132,unprotected,,16393,,Fewer than 30 watchers,,3,346,284,0,0,4
38444235,Mordella punctulata,3927,unprotected,,1223,,Fewer than 30 watchers,,0,3,13,0,0,4
38483220,23S rRNA (uridine2552-2'-O)-methyltransferase,4307,unprotected,,2557,,Fewer than 30 watchers,,7,5,15,0,0,
38513322,Darrell Wilson,64823,unprotected,,5431,,Fewer than 30 watchers,,0,232,32,0,0,
38584567,Liam Hackett (activist),8306,unprotected,,43,,Fewer than 30 watchers,,0,4,1,0,0,
38639116,Sar Saleh Kutah,3294,unprotected,,2355,,Fewer than 30 watchers,,1,7,7,0,0,5
38646355,Bhuvanaikabahu IV of Gampola,9515,unprotected,,2283,,Fewer than 30 watchers,,0,100,15,0,0,3
38680934,Booneville School District,2945,unprotected,,221,,Fewer than 30 watchers,,1,2,5,0,0,
38682594,Elisabeth Hirsch,7632,unprotected,,7816,,Fewer than 30 watchers,,4,48,70,0,0,7
38797210,Peter Adriaens,8090,unprotected,,9518,,Fewer than 30 watchers,,1,19,25,0,0,3
38819129,Ikman.lk,202398,unprotected,,5675,,Fewer than 30 watchers,,2,11238,165,1,1,7
38837200,Chinga su Corazon,5019,unprotected,,2760,,Fewer than 30 watchers,,1,21,17,0,0,6
38937179,Jōkyō Monogatari,22466,unprotected,,2502,,Fewer than 30 watchers,,1,93,21,0,0,6
38959487,Tilly Fleischmann,9123,unprotected,,18251,,Fewer than 30 watchers,,0,54,55,0,0,10
39010249,Dundee (surname),6772,unprotected,,945,,Fewer than 30 watchers,,0,48,8,0,0,3
39011991,William Bruce Ellis Ranken,36756,unprotected,,7321,,Fewer than 30 watchers,,0,523,119,0,0,10
39052370,Roman à tiroirs,9078,unprotected,,1281,,Fewer than 30 watchers,,1,40,5,0,0,
39055778,Ab Naruiyeh,4774,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
39068821,Paige Howard,3151197,unprotected,,4265,,34,8,0,26392,60,0,0,6
39148913,Mountain pine (disambiguation),5530,unprotected,,441,,Fewer than 30 watchers,,0,29,6,0,0,
39178356,Volta Tour,45268,unprotected,,51862,,Fewer than 30 watchers,,0,343,66,0,0,8
39258263,Sung Yi-chieh,4293,unprotected,,3028,,Fewer than 30 watchers,,1,23,14,0,0,6
39303648,"Sydenham by-election, 1974",4169,unprotected,,56,,Fewer than 30 watchers,,0,5,1,0,0,
39316193,Algerian (solitaire),20673,unprotected,,2721,,Fewer than 30 watchers,,1,150,61,0,0,
39439111,Alistair Brammer,205964,unprotected,,7131,,Fewer than 30 watchers,,0,2524,92,1,1,10
39540513,"Taqiabad, Zarand",2652,unprotected,,1923,,Fewer than 30 watchers,,1,0,5,0,0,5
39548104,Bert Nelson,2864,unprotected,,540,,Fewer than 30 watchers,,3,12,9,0,0,
39559402,Norwich Canoe Club,8622,unprotected,,7113,,Fewer than 30 watchers,,0,20,133,1,1,5
39572607,"Upper Pohatcong, New Jersey",5432,unprotected,,7073,,Fewer than 30 watchers,,1,17,21,0,0,5
39608447,Ernest Delahaye,20033,unprotected,,4333,,Fewer than 30 watchers,,0,166,36,1,1,26
39614407,Tales from the Vienna Woods (1979 film),14384,unprotected,,3305,,Fewer than 30 watchers,,0,103,29,0,0,6
39630312,Live at Montreux 2012,58444,unprotected,,3200,,Fewer than 30 watchers,,0,922,44,2,2,11
39710886,Amr Darrag,11813,unprotected,,8604,,Fewer than 30 watchers,,0,33,86,0,0,4
39925660,Lejana como el viento,13107,unprotected,,6220,,Fewer than 30 watchers,,0,61,22,0,0,2
39965404,Aplow,7140,unprotected,,1960,,Fewer than 30 watchers,,1,28,11,0,0,2
39972090,Maui Nui large-billed moa-nalo,13491,unprotected,,2713,,Fewer than 30 watchers,,4,105,24,0,0,4
40039079,Hwang Dong-hyuk,37558,unprotected,,9494,,Fewer than 30 watchers,,0,846,47,1,1,5
40123985,Creative and Media Studio School,11098,unprotected,,2748,,Fewer than 30 watchers,,3,14,27,0,0,9
40141210,Trabzon Cup,6203,unprotected,,2189,,Fewer than 30 watchers,,4,9,24,0,0,
40148695,Good Vibrations (miniseries),8588,unprotected,,2337,,Fewer than 30 watchers,,0,30,20,0,0,4
40156379,"Robert Nairne, 1st Lord Nairne",6699,unprotected,,2757,,Fewer than 30 watchers,,0,26,20,0,0,5
40190933,Allan Hornyak,18965,unprotected,,5267,,Fewer than 30 watchers,,1,104,24,0,0,3
40247706,Push Any Button,12802,unprotected,,2852,,Fewer than 30 watchers,,0,76,18,0,0,7
40392375,Tushmanlu,1295,unprotected,,151,,Fewer than 30 watchers,,3,1,5,0,0,
40403698,Kim Seong-yeon,16763,unprotected,,5484,,Fewer than 30 watchers,,1,586,46,3,3,4
40407644,Vivian Hoo Kah Mun,55662,unprotected,,18507,,Fewer than 30 watchers,,4,3536,117,1,1,7
40414207,BulbAmerica,5856,unprotected,,1774,,Fewer than 30 watchers,,1,19,12,0,0,2
40423794,List of churches in Sogn og Fjordane,16493,unprotected,,43,,Fewer than 30 watchers,,0,3,32,0,0,
40475716,David Gillespie (politician),50974,unprotected,,16404,,Fewer than 30 watchers,,1,3111,96,1,1,6
40491920,Paine Airport,2319,unprotected,,51,,Fewer than 30 watchers,,0,6,1,0,0,
40505784,"Qareh Gowzlu, East Azerbaijan",4222,unprotected,,1830,,Fewer than 30 watchers,,0,10,5,0,0,5
40686125,Vaterlandslied,13066,unprotected,,7676,,Fewer than 30 watchers,,1,42,23,0,0,2
40823804,Damias simillima,3686,unprotected,,906,,Fewer than 30 watchers,,1,2,13,0,0,4
40843690,Hyatt Roller Bearing Company,32410,unprotected,,11722,,Fewer than 30 watchers,,2,274,18,2,2,5
