page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,page_freshness
30940850,Fiskum,7102,unprotected,,4769,Fewer than 30 watchers,,0,21,13,0,0,5,814
46196195,Floscopa scandens,7100,unprotected,,1022,Fewer than 30 watchers,,1,35,12,0,0,8,815
4944329,Katherine Hastings,7071,unprotected,,6612,Fewer than 30 watchers,,0,22,114,0,0,10,816
18706150,Berkshire Life Insurance Company Building,7041,unprotected,,4151,Fewer than 30 watchers,,0,20,30,0,0,9,817
133515,"Jackson Township, Northumberland County, Pennsylvania",7040,unprotected,,6828,Fewer than 30 watchers,,1,23,50,0,0,5,818
29240116,"Braim, Alberta",7020,unprotected,,5708,Fewer than 30 watchers,,0,8,18,0,0,5,819
15899753,Chevenon,7015,unprotected,,1781,Fewer than 30 watchers,,0,7,42,0,0,13,820
31140892,Made for Each Other (album),7006,unprotected,,69,Fewer than 30 watchers,,0,0,2,0,0,2,821
5241550,Hanyang University Station,6994,unprotected,,57,Fewer than 30 watchers,,0,0,1,0,0,,822
7599875,Botenlauben Castle,6982,unprotected,,3382,Fewer than 30 watchers,,2,66,45,0,0,,823
36326028,1964–65 Serie C,6947,unprotected,,6970,Fewer than 30 watchers,,2,15,18,0,0,2,824
37876103,Maurice Le Glay,6910,unprotected,,6642,Fewer than 30 watchers,,0,24,40,1,1,9,825
27456457,Robert L. Chidlaw-Roberts,6893,unprotected,,7829,Fewer than 30 watchers,,0,46,57,0,0,6,826
49852127,Russell Barlow,6877,unprotected,,6268,Fewer than 30 watchers,,0,16,22,0,0,5,827
12592055,Wayne's World (disambiguation),6859,unprotected,,1219,Fewer than 30 watchers,,0,33,20,0,0,,828
47034910,Francisco Rodríguez Zegada,6787,unprotected,,3420,Fewer than 30 watchers,,1,64,23,0,0,4,829
49951269,"United States Virgin Islands Republican caucus, 2016",6787,unprotected,,88,Fewer than 30 watchers,,0,12,2,0,0,,830
21243580,Pseudodracontium,6786,unprotected,,1057,Fewer than 30 watchers,,0,37,18,0,0,2,831
39010249,Dundee (surname),6772,unprotected,,945,Fewer than 30 watchers,,0,48,8,0,0,3,832
20041135,Arun Thakur,6768,unprotected,,3542,Fewer than 30 watchers,,0,25,23,0,0,4,833
2966447,Rougemont Airport,6726,unprotected,,1026,Fewer than 30 watchers,,1,12,33,0,0,3,834
38171430,Mahajamba River,6705,unprotected,,717,Fewer than 30 watchers,,0,17,17,0,0,3,835
40156379,"Robert Nairne, 1st Lord Nairne",6699,unprotected,,2757,Fewer than 30 watchers,,0,26,20,0,0,5,836
27015676,Evdokiya,6682,unprotected,,637,Fewer than 30 watchers,,0,91,10,0,0,5,837
2681934,Epsilon Sextantis,6656,unprotected,,6815,Fewer than 30 watchers,,2,23,31,0,0,3,838
32646297,Jeffrey R. Di Leo,6639,unprotected,,7209,Fewer than 30 watchers,,1,21,45,0,0,13,839
15633019,Poplar High School,6637,unprotected,,1743,Fewer than 30 watchers,,0,15,61,0,0,10,840
15614328,"Blue Grass Township, Scott County, Iowa",6621,unprotected,,3455,Fewer than 30 watchers,,0,14,17,0,0,5,841
41066086,"Kingsburg, South Carolina",6617,unprotected,,3108,Fewer than 30 watchers,,0,17,8,0,0,6,842
13441025,State of Play (conference series),6603,unprotected,,5116,Fewer than 30 watchers,,1,35,33,0,0,,843
15435318,Verdun-en-Lauragais,6601,unprotected,,1778,Fewer than 30 watchers,,0,17,53,0,0,13,844
47875305,Sierra de Híjar,6599,unprotected,,7440,Fewer than 30 watchers,,1,23,19,0,0,2,845
16109438,Sembé District,6595,unprotected,,3292,Fewer than 30 watchers,,1,33,9,0,0,6,846
15834141,Creaser Hotel,6592,unprotected,,2335,Fewer than 30 watchers,,0,11,26,0,0,5,847
45656723,G. L. P. Wren,6581,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,848
25615773,Had-Sahary,6575,unprotected,,2883,Fewer than 30 watchers,,1,8,8,0,0,6,849
22836206,Gymnopleurus,6564,unprotected,,5979,Fewer than 30 watchers,,0,82,28,7,2,5,850
23643060,P.O. Sukhoy Homiel State Technical University,6561,unprotected,,62,Fewer than 30 watchers,,0,1,24,0,0,,851
41627730,MV Stena Nordica,6559,unprotected,,429,Fewer than 30 watchers,,3,14,7,0,0,3,852
15139748,Hugh IV of Rodez,6548,unprotected,,2219,Fewer than 30 watchers,,0,38,16,0,0,2,853
4972179,Blackpool Gate,6542,unprotected,,1590,Fewer than 30 watchers,,1,43,20,0,0,8,854
41933953,Kam Khan,6528,unprotected,,1759,Fewer than 30 watchers,,0,5,9,0,0,8,855
12793009,Aziz El Khanchaf,6513,unprotected,,1207,Fewer than 30 watchers,,0,10,37,0,0,3,856
16633924,18880 Toddblumberg,6510,unprotected,,9868,Fewer than 30 watchers,,1,9,78,1,1,2,857
16339155,Danny Gloor,6500,unprotected,,4667,Fewer than 30 watchers,,1,15,23,0,0,3,858
46383642,Brian Aldridge,6500,unprotected,,350,Fewer than 30 watchers,,2,35,3,0,0,,859
46873549,Goudarz Davoudi,6495,unprotected,,4054,Fewer than 30 watchers,,0,6,18,0,0,4,860
12837712,Lew Richie,6486,unprotected,,1760,Fewer than 30 watchers,,0,15,24,0,0,3,861
20732107,Daniel B. Cathcart,6450,unprotected,,1528,Fewer than 30 watchers,,1,18,25,0,0,8,862
34119133,W.C. Dodson,6425,unprotected,,5310,Fewer than 30 watchers,,3,27,20,0,0,3,863
49365794,Independent Group (Kenya),6423,unprotected,,1770,Fewer than 30 watchers,,1,17,3,0,0,,864
26458474,Percy Elland,6416,unprotected,,963,Fewer than 30 watchers,,0,7,13,0,0,,865
21035719,Hoeppner,6394,unprotected,,946,Fewer than 30 watchers,,1,40,23,0,0,3,866
23248973,Xerochloa,6393,unprotected,,2287,Fewer than 30 watchers,,1,14,19,0,0,7,867
15519634,1958 Wake Forest Demon Deacons football team,6359,unprotected,,3470,Fewer than 30 watchers,,3,14,27,0,0,5,868
17557292,Abdi Shire Warsame,6359,unprotected,,1572,Fewer than 30 watchers,,0,35,29,0,0,9,869
33268311,Massa Candida,6328,unprotected,,706,Fewer than 30 watchers,,1,43,17,0,0,3,870
26069433,Aïn Oulmane District,6325,unprotected,,2786,Fewer than 30 watchers,,1,17,7,0,0,5,871
15438126,"Montlaur, Aveyron",6309,unprotected,,2155,Fewer than 30 watchers,,0,18,55,1,1,14,872
48401254,"Queensland National Bank, Gympie",6306,unprotected,,22148,Fewer than 30 watchers,,0,24,32,0,0,6,873
766979,Little River (North Umpqua River),6304,unprotected,,74,Fewer than 30 watchers,,0,18,1,0,0,,874
35828882,Marco Gerini,6278,unprotected,,2109,Fewer than 30 watchers,,0,25,19,0,0,4,875
8025512,Tullaberga Island,6274,unprotected,,3179,Fewer than 30 watchers,,1,35,26,2,2,5,876
24779461,Nikos Soultanidis,6263,unprotected,,2977,Fewer than 30 watchers,,1,22,54,0,0,6,877
10368133,Tommy Neilson,6238,unprotected,,2860,Fewer than 30 watchers,,0,28,38,0,0,4,878
40141210,Trabzon Cup,6203,unprotected,,2189,Fewer than 30 watchers,,4,9,24,0,0,,879
42372485,John Wayland,6197,unprotected,,1642,Fewer than 30 watchers,,2,28,8,0,0,,880
48879284,"Kingscreek, Ohio",6188,unprotected,,1311,Fewer than 30 watchers,,0,18,11,0,0,3,881
18195508,Edwin Hurry Fenwick,6175,unprotected,,1252,Fewer than 30 watchers,,1,36,33,0,0,6,882
42296875,John Martin (bibliographer),6171,unprotected,,5086,Fewer than 30 watchers,,0,7,12,0,0,12,883
17300838,List of firsts in Sweden,6168,unprotected,,3632,Fewer than 30 watchers,,1,13,61,0,0,5,884
7663373,Glengarnock High railway station,6157,unprotected,,2869,Fewer than 30 watchers,,0,19,35,0,0,5,885
22374185,Mutual Blackbird,6150,unprotected,,3542,Fewer than 30 watchers,,0,23,19,0,0,,886
20616758,Gobiodon acicularis,6133,unprotected,,1014,Fewer than 30 watchers,,1,30,24,0,0,4,887
35850154,Atractocerus,6131,unprotected,,3429,Fewer than 30 watchers,,2,36,15,0,0,4,888
33021242,John Donaldson (painter),6130,unprotected,,1177,Fewer than 30 watchers,,0,18,13,0,0,10,889
14740015,"Orange Center Historic District (Orange, Massachusetts)",6101,unprotected,,3158,Fewer than 30 watchers,,1,26,34,0,0,7,890
41830019,Deh Damcheh,6038,unprotected,,1874,Fewer than 30 watchers,,3,3,5,0,0,5,891
15100401,Gmina Łazy,6014,unprotected,,2437,Fewer than 30 watchers,,3,21,21,1,1,,892
44925375,Albert C. Jacobs,5985,unprotected,,2508,Fewer than 30 watchers,,2,16,33,0,0,8,893
19057772,2006 Kyrgyzstan League,5968,unprotected,,3218,Fewer than 30 watchers,,1,10,20,0,0,,894
20707055,Clément Sawadogo,5964,unprotected,,3056,Fewer than 30 watchers,,3,12,25,0,0,7,895
13476613,Norderstapel,5952,unprotected,,1130,Fewer than 30 watchers,,0,13,27,0,0,10,896
29181597,Assistant Bishop of Newcastle,5929,unprotected,,61,Fewer than 30 watchers,,0,0,37,0,0,,897
30271358,6th Independent Battery Indiana Light Artillery,5921,unprotected,,4632,Fewer than 30 watchers,,0,20,8,0,0,3,898
7496601,Jerry Golden,5860,unprotected,,1846,Fewer than 30 watchers,,0,26,31,2,1,,899
40414207,BulbAmerica,5856,unprotected,,1774,Fewer than 30 watchers,,1,19,12,0,0,2,900
30881071,2011 ITU Triathlon World Cup,5841,unprotected,,10047,Fewer than 30 watchers,,0,14,38,0,0,,901
4780510,Pablo Herrera,5820,unprotected,,465,Fewer than 30 watchers,,2,21,27,0,0,,902
46941538,Madelin Riera,5807,unprotected,,3522,Fewer than 30 watchers,,1,21,19,0,0,6,903
10600649,Giovanni Battista Lama,5799,unprotected,,1716,Fewer than 30 watchers,,2,16,40,0,0,9,904
47387477,College Football America Yearbook,5798,unprotected,,8137,Fewer than 30 watchers,,0,85,32,5,2,2,905
11400874,Patsy Callighen,5782,unprotected,,1030,Fewer than 30 watchers,,1,6,30,0,0,3,906
28935478,Erlach (Hirschaid),5744,unprotected,,6014,Fewer than 30 watchers,,0,16,17,0,0,7,907
3347726,Steve Doran,5740,unprotected,,3153,Fewer than 30 watchers,,1,10,72,0,0,3,908
4297133,Gordon Slemon,5720,unprotected,,4158,Fewer than 30 watchers,,2,17,34,1,1,10,909
38170178,Jim Bredar,5717,unprotected,,8646,Fewer than 30 watchers,,0,20,32,0,0,2,910
36130118,"Towhidabad, Golestan",5715,unprotected,,1853,Fewer than 30 watchers,,1,13,6,0,0,5,911
38126855,Grahapati Kokkala inscription,5680,unprotected,,3571,Fewer than 30 watchers,,2,40,30,0,0,,912
22150345,Mabra,5679,unprotected,,1574,Fewer than 30 watchers,,1,12,20,0,0,4,913
3281013,Blore with Swinscoe,5677,unprotected,,914,Fewer than 30 watchers,,1,22,19,0,0,7,914
20900344,Tony Tremlett (bishop),5666,unprotected,,4212,Fewer than 30 watchers,,1,25,50,0,0,6,915
36070851,Javier Varela,5647,unprotected,,1284,Fewer than 30 watchers,,1,10,16,0,0,4,916
32549745,Asa P. Robinson,5640,unprotected,,3939,Fewer than 30 watchers,,0,32,31,0,0,6,917
10933997,Detonator (film),5612,unprotected,,95,Fewer than 30 watchers,,0,4,6,0,0,2,918
5672232,Got the Thirst,5605,unprotected,,1310,Fewer than 30 watchers,,0,26,17,0,0,6,919
9030604,Oglakhty,5599,unprotected,,1354,Fewer than 30 watchers,,1,29,33,0,0,5,920
16880013,Sorochuco District,5593,unprotected,,2801,Fewer than 30 watchers,,0,6,17,0,0,8,921
32709384,Evgeny Palenga,5585,unprotected,,1240,Fewer than 30 watchers,,0,13,9,0,0,3,922
34270087,Maurice Françon,5580,unprotected,,2112,Fewer than 30 watchers,,1,14,18,0,0,21,923
10945495,Samuel Hazan,5547,unprotected,,2456,Fewer than 30 watchers,,1,21,48,0,0,6,924
39148913,Mountain pine (disambiguation),5530,unprotected,,441,Fewer than 30 watchers,,0,29,6,0,0,,925
37262182,Bessieres Island,5514,unprotected,,1548,Fewer than 30 watchers,,1,30,24,0,0,,926
16623945,SS Potsdam,5496,unprotected,,670,Fewer than 30 watchers,,0,46,12,0,0,3,927
24123225,Stewiacke Valley,5476,unprotected,,1459,Fewer than 30 watchers,,0,24,15,0,0,,928
28097501,Aloeides aranda,5458,unprotected,,2040,Fewer than 30 watchers,,8,16,24,1,1,5,929
43203036,Australian Volunteers for International Development,5457,unprotected,,3036,Fewer than 30 watchers,,0,26,38,0,0,5,930
39572607,"Upper Pohatcong, New Jersey",5432,unprotected,,7073,Fewer than 30 watchers,,1,17,21,0,0,5,931
15845359,"Meilhan, Landes",5431,unprotected,,1707,Fewer than 30 watchers,,0,12,46,1,1,10,932
44340282,Railroad Depot Complex,5430,unprotected,,2181,Fewer than 30 watchers,,0,15,17,0,0,5,933
799708,SciFan,5423,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,934
34440620,Nikola Spanić,5414,unprotected,,1096,Fewer than 30 watchers,,1,38,21,0,0,2,935
6226645,Alaska Board of Nursing,5356,unprotected,,614,Fewer than 30 watchers,,1,5,22,0,0,,936
11164392,Directive for the Establishment and Maintenance of a Security Service,5345,unprotected,,5317,Fewer than 30 watchers,,1,8,28,0,0,,937
36483296,Tithe Act,5341,unprotected,,1193,Fewer than 30 watchers,,2,7,6,0,0,,938
28780424,Cabrito Rock,5334,unprotected,,2219,Fewer than 30 watchers,,0,8,18,0,0,4,939
23720948,George Boyle Hanna,5322,unprotected,,64,Fewer than 30 watchers,,0,9,2,0,0,,940
47198312,Nigel Costello,5306,unprotected,,3255,Fewer than 30 watchers,,1,19,10,0,0,5,941
43804708,Belle vie,5304,unprotected,,714,Fewer than 30 watchers,,2,16,10,0,0,,942
12907540,Polycarpaea caespitosa,5284,unprotected,,1541,Fewer than 30 watchers,,0,11,20,0,0,5,943
31834988,Euselenops luniceps,5279,unprotected,,3571,Fewer than 30 watchers,,2,32,27,0,0,4,944
46705156,"Braintree District Council election, 2011",5276,unprotected,,71,Fewer than 30 watchers,,0,2,1,0,0,,945
36225118,Willy Wolterstorff,5255,unprotected,,4368,Fewer than 30 watchers,,0,16,17,0,0,6,946
16763553,Akoumokoumo,5251,unprotected,,1893,Fewer than 30 watchers,,0,7,9,0,0,4,947
46959776,Holocacista varii,5233,unprotected,,2771,Fewer than 30 watchers,,2,4,13,0,0,4,948
28388375,Kučići (Trebinje),5229,unprotected,,2509,Fewer than 30 watchers,,1,13,13,0,0,5,949
33656016,1999 DFS Classic,5226,unprotected,,3715,Fewer than 30 watchers,,0,1,29,0,0,4,950
24515020,Tony McPeak (footballer),5221,unprotected,,6482,Fewer than 30 watchers,,1,9,49,0,0,5,951
42310745,2008 Arkansas High School 7A Boys Soccer Season,5207,unprotected,,20320,Fewer than 30 watchers,,0,4,31,0,0,5,952
13626384,Pseudo-modal energies,5196,unprotected,,545,Fewer than 30 watchers,,0,8,18,0,0,,953
44362225,2007 European Athletics U23 Championships – Women's javelin throw,5188,unprotected,,7505,Fewer than 30 watchers,,1,7,13,0,0,,954
29810883,Bröl,5184,unprotected,,2052,Fewer than 30 watchers,,0,5,22,0,0,7,955
36135552,William Kirkbride,5136,unprotected,,45,Fewer than 30 watchers,,0,11,1,0,0,,956
23626403,Žďár nad Metují,5135,unprotected,,3405,Fewer than 30 watchers,,1,13,21,0,0,12,957
18430296,Jean Gamans,5108,unprotected,,3897,Fewer than 30 watchers,,1,16,20,2,2,9,958
23625423,Březina (Jičín District),5099,unprotected,,3155,Fewer than 30 watchers,,1,10,28,0,0,8,959
27942549,Joe Klinger,5093,unprotected,,2077,Fewer than 30 watchers,,0,4,24,0,0,3,960
45313592,Ogé Beauvoir,5091,unprotected,,3067,Fewer than 30 watchers,,1,34,23,0,0,2,961
29435911,Krok Fjord,5084,unprotected,,693,Fewer than 30 watchers,,0,7,19,0,0,3,962
23388566,Alyaksandr Hawrushka,5052,unprotected,,2500,Fewer than 30 watchers,,3,13,64,0,0,5,963
32465994,2004–05 Asia League Ice Hockey season,5045,unprotected,,2312,Fewer than 30 watchers,,1,17,14,0,0,,964
35857697,Bellechasse (Lower Canada),5045,unprotected,,1245,Fewer than 30 watchers,,0,14,2,0,0,3,965
15792720,Saint-Georges-sur-Arnon,5036,unprotected,,2158,Fewer than 30 watchers,,0,10,49,0,0,10,966
694788,Leftfoot,5028,unprotected,,1090,Fewer than 30 watchers,,0,12,25,0,0,2,967
38837200,Chinga su Corazon,5019,unprotected,,2760,Fewer than 30 watchers,,1,21,17,0,0,6,968
50226798,Instituto Oxford,5018,unprotected,,808,Fewer than 30 watchers,,0,13,6,0,0,4,969
35421545,Genga River,5017,unprotected,,490,Fewer than 30 watchers,,0,27,6,0,0,2,970
13036717,Mules and Mortgages,5003,unprotected,,1446,Fewer than 30 watchers,,0,13,24,0,0,5,971
15738937,Séailles,4993,unprotected,,1420,Fewer than 30 watchers,,1,33,44,0,0,9,972
23335011,The Mumbai Xpress,4988,unprotected,,226,Fewer than 30 watchers,,0,15,39,0,0,3,973
11517276,Crucial FM,4977,unprotected,,521,Fewer than 30 watchers,,0,21,7,0,0,5,974
37554748,Psychedelic Desert,4971,unprotected,,1580,Fewer than 30 watchers,,0,16,8,0,0,7,975
26001024,Sohaila Sharifi,4960,unprotected,,1577,Fewer than 30 watchers,,0,23,28,0,0,5,976
16846189,"Parenting, Inc.",4946,unprotected,,2781,Fewer than 30 watchers,,0,25,40,1,1,6,977
20581722,Stoner Lake,4934,unprotected,,2113,Fewer than 30 watchers,,0,28,23,0,0,4,978
20988789,"Zawady, Kalisz County",4923,unprotected,,1356,Fewer than 30 watchers,,0,10,10,0,0,6,979
19001842,"Leliwa, Łódź Voivodeship",4915,unprotected,,1551,Fewer than 30 watchers,,1,12,9,0,0,5,980
25240526,Jules Marion,4900,unprotected,,3543,Fewer than 30 watchers,,3,19,74,0,0,4,981
14469068,The Afternoon Shift,4835,unprotected,,982,Fewer than 30 watchers,,0,13,15,0,0,,982
43577267,Karl Alexander Wilhelm von Treskow,4822,unprotected,,1499,Fewer than 30 watchers,,0,22,7,0,0,3,983
42452396,2014 Pacific Rim Gymnastics Championships – Rhythmic Gymnastics,4819,unprotected,,31735,Fewer than 30 watchers,,1,13,25,0,0,,984
25930955,Vriesea incurva,4796,unprotected,,2068,Fewer than 30 watchers,,3,11,12,0,0,6,985
29733686,Linder Peak,4781,unprotected,,925,Fewer than 30 watchers,,0,9,16,0,0,3,986
39055778,Ab Naruiyeh,4774,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,987
49329683,Otávio Bulgarelli,4770,unprotected,,1880,Fewer than 30 watchers,,0,20,11,0,0,4,988
24606319,Park Chang-kyu,4748,unprotected,,1739,Fewer than 30 watchers,,2,10,27,0,0,2,989
31794146,Yewale,4720,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,990
44144126,Mathias J. Berres,4712,unprotected,,1730,Fewer than 30 watchers,,0,9,11,0,0,2,991
28426488,Agraura,4707,unprotected,,505,Fewer than 30 watchers,,0,17,13,0,0,5,992
10141278,Ray E. Heady,4701,unprotected,,1458,Fewer than 30 watchers,,1,14,29,0,0,,993
36288440,New Brunswick Route 460,4700,unprotected,,2317,Fewer than 30 watchers,,0,4,9,0,0,10,994
746519,Rainer Hertrich,4676,unprotected,,4113,Fewer than 30 watchers,,0,8,52,0,0,8,995
47357658,Yoav Bear,4649,unprotected,,2374,Fewer than 30 watchers,,0,6,11,0,0,4,996
18019529,Tsuruhara Station,4635,unprotected,,3049,Fewer than 30 watchers,,0,10,23,0,0,12,997
7933211,Christophe Justel,4623,unprotected,,1155,Fewer than 30 watchers,,2,10,23,0,0,17,998
23337912,Sweden national football team 1997,4615,unprotected,,65,Fewer than 30 watchers,,0,3,23,0,0,,999
9172952,Battle of Najaf,4614,unprotected,,369,Fewer than 30 watchers,,2,9,9,0,0,,1000
19090301,Mahadevpuri,4610,unprotected,,4760,Fewer than 30 watchers,,0,16,24,0,0,3,1001
19100743,1971 South American Open (tennis),4578,unprotected,,2890,Fewer than 30 watchers,,2,8,38,0,0,,1002
33461717,Vezičevo,4578,unprotected,,2940,Fewer than 30 watchers,,1,8,20,0,0,7,1003
27098319,Dermomurex kaicherae,4556,unprotected,,2009,Fewer than 30 watchers,,0,10,19,0,0,8,1004
43194888,Geostachys,4553,unprotected,,3152,Fewer than 30 watchers,,1,23,10,0,0,3,1005
33461628,Dragodol,4528,unprotected,,3207,Fewer than 30 watchers,,0,18,19,0,0,8,1006
35829049,Charaphloeus,4507,unprotected,,2154,Fewer than 30 watchers,,0,5,7,0,0,5,1007
26201476,Íris Guðmundsdóttir,4493,unprotected,,1351,Fewer than 30 watchers,,2,13,30,0,0,6,1008
34362013,Sean O'Mahony (Gaelic footballer),4493,unprotected,,5126,Fewer than 30 watchers,,2,24,27,0,0,9,1009
28286210,Pascale Grand,4463,unprotected,,2558,Fewer than 30 watchers,,0,21,21,0,0,4,1010
35628102,Sam Nunis,4462,unprotected,,3440,Fewer than 30 watchers,,0,11,14,0,0,2,1011
21204708,Rydzynka,4458,unprotected,,1538,Fewer than 30 watchers,,0,3,11,0,0,7,1012
47492624,Phanda Khurd,4452,unprotected,,3908,Fewer than 30 watchers,,0,14,10,0,0,6,1013
44016159,Suleyman Abdullin,4443,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,1014
6820199,Encounters (anthology),4430,unprotected,,2145,Fewer than 30 watchers,,0,4,22,0,0,,1015
21407076,Pokręt,4428,unprotected,,1844,Fewer than 30 watchers,,1,3,9,0,0,7,1016
27056128,Didianema pauli,4411,unprotected,,1432,Fewer than 30 watchers,,0,0,22,0,0,8,1017
35883126,Kristina Bergstrand,4395,unprotected,,1711,Fewer than 30 watchers,,0,11,15,0,0,3,1018
23769638,Frederick Donald MacKenzie,4373,unprotected,,2811,Fewer than 30 watchers,,1,8,25,0,0,3,1019
18269976,Nerkin Nedzhirlu,4367,unprotected,,1227,Fewer than 30 watchers,,1,6,13,0,0,4,1020
28636584,Mayne Preceptory,4355,unprotected,,1358,Fewer than 30 watchers,,0,9,25,0,0,5,1021
45379476,Spirama inconspicua,4353,unprotected,,1093,Fewer than 30 watchers,,1,6,12,0,0,5,1022
23621685,Eurhinosea,4346,unprotected,,1699,Fewer than 30 watchers,,1,10,21,0,0,5,1023
5789653,Krasnobród Landscape Park,4340,unprotected,,1648,Fewer than 30 watchers,,4,18,23,0,0,,1024
27619680,Cymbovula,4324,unprotected,,2704,Fewer than 30 watchers,,0,7,12,0,0,4,1025
34853510,2011 Hangzhou Greentown F.C. season,4324,unprotected,,6348,Fewer than 30 watchers,,1,7,10,0,0,7,1026
34969798,Francisco Andra,4318,unprotected,,1435,Fewer than 30 watchers,,0,5,21,0,0,8,1027
38483220,23S rRNA (uridine2552-2'-O)-methyltransferase,4307,unprotected,,2557,Fewer than 30 watchers,,7,5,15,0,0,,1028
8507191,Primrose Brook,4296,unprotected,,988,Fewer than 30 watchers,,0,14,31,0,0,3,1029
4132715,Pingnan,4295,unprotected,,771,Fewer than 30 watchers,,2,29,13,0,0,,1030
29583909,Matney Peak,4293,unprotected,,1079,Fewer than 30 watchers,,0,6,15,0,0,3,1031
39258263,Sung Yi-chieh,4293,unprotected,,3028,Fewer than 30 watchers,,1,23,14,0,0,6,1032
26173768,Boldraž,4260,unprotected,,4748,Fewer than 30 watchers,,1,16,15,1,1,5,1033
43818242,Donald Watson (rugby union),4242,unprotected,,2279,Fewer than 30 watchers,,0,11,6,0,0,6,1034
21666824,"Białe Błoto, Gmina Dziemiany",4241,unprotected,,1846,Fewer than 30 watchers,,1,5,7,0,0,5,1035
36037846,When Liking Turns to Loving,4240,unprotected,,1495,Fewer than 30 watchers,,1,25,14,0,0,5,1036
40505784,"Qareh Gowzlu, East Azerbaijan",4222,unprotected,,1830,Fewer than 30 watchers,,0,10,5,0,0,5,1037
12903837,Palaquium mindanaense,4217,unprotected,,945,Fewer than 30 watchers,,0,11,25,0,0,5,1038
44799383,Insurance agents and brokers in Iran,4195,unprotected,,43,Fewer than 30 watchers,,0,6,16,0,0,,1039
16086737,"Davis Creek Township, Valley County, Nebraska",4190,unprotected,,3503,Fewer than 30 watchers,,2,9,17,0,0,5,1040
39303648,"Sydenham by-election, 1974",4169,unprotected,,56,Fewer than 30 watchers,,0,5,1,0,0,,1041
40959402,Nops guanabacoae,4168,unprotected,,2028,Fewer than 30 watchers,,0,15,17,0,0,3,1042
43126077,Halomonas alimentaria,4137,unprotected,,2474,Fewer than 30 watchers,,0,19,18,0,0,4,1043
44147205,Megachile natansiella,4135,unprotected,,687,Fewer than 30 watchers,,0,5,10,0,0,4,1044
22618934,Lindsay Sparks,4120,unprotected,,4963,Fewer than 30 watchers,,1,15,21,0,0,6,1045
28415532,Theodore Robinson (cricketer),4109,unprotected,,5608,Fewer than 30 watchers,,0,9,28,0,0,4,1046
23924915,Pirapozinho River,4106,unprotected,,800,Fewer than 30 watchers,,0,5,9,0,0,2,1047
34637755,George Cope,4096,unprotected,,347,Fewer than 30 watchers,,1,5,10,0,0,,1048
36477403,Taastrup Water Tower,4094,unprotected,,2407,Fewer than 30 watchers,,0,12,25,0,0,3,1049
17368384,Koumalo,4078,unprotected,,4761,Fewer than 30 watchers,,0,2,17,0,0,4,1050
45619953,Sprockettes,4076,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,1051
48985076,William Dunstone,4074,unprotected,,1878,Fewer than 30 watchers,,1,9,6,0,0,5,1052
5827186,Thyenula,4043,unprotected,,4198,Fewer than 30 watchers,,3,10,31,0,0,6,1053
36001244,VPS26B,4025,unprotected,,1155,Fewer than 30 watchers,,1,8,11,0,0,,1054
9980370,Plasmodium mackerrasae,4014,unprotected,,2192,Fewer than 30 watchers,,0,9,14,0,0,4,1055
12131053,Archibald Currie (Canadian politician),3964,unprotected,,2091,Fewer than 30 watchers,,1,5,18,0,0,,1056
31188111,Science and Technology Museum,3959,unprotected,,1029,Fewer than 30 watchers,,3,5,6,0,0,3,1057
38106666,"Karacalar, Mengen",3936,unprotected,,2233,Fewer than 30 watchers,,0,5,15,0,0,7,1058
38444235,Mordella punctulata,3927,unprotected,,1223,Fewer than 30 watchers,,0,3,13,0,0,4,1059
25008892,Navarretia breweri,3915,unprotected,,1370,Fewer than 30 watchers,,1,11,10,0,0,5,1060
19327441,New Store Europe,3913,unprotected,,0,Fewer than 30 watchers,,0,0,,,,,1061
25943239,Barbatula zetensis,3910,unprotected,,1029,Fewer than 30 watchers,,4,8,22,0,0,4,1062
19955521,"Helenów, Węgrów County",3907,unprotected,,1365,Fewer than 30 watchers,,1,8,10,0,0,7,1063
24514987,Love in a Million Shades,3897,unprotected,,3649,Fewer than 30 watchers,,1,7,26,2,1,5,1064
7994527,United States national amateur boxing light middleweight champions,3838,unprotected,,105,Fewer than 30 watchers,,0,3,1,0,0,,1065
22834861,Alloscelus,3815,unprotected,,1177,Fewer than 30 watchers,,0,11,11,0,0,5,1066
29766505,Acrocercops camptochrysa,3815,unprotected,,813,Fewer than 30 watchers,,0,1,16,0,0,4,1067
10219649,Fornelos Castle,3806,unprotected,,1101,Fewer than 30 watchers,,0,10,15,0,0,4,1068
16124929,Valther Jensen,3802,unprotected,,1065,Fewer than 30 watchers,,0,15,22,2,1,5,1069
7950526,Tux (cattle),3792,unprotected,,44,Fewer than 30 watchers,,0,3,1,0,0,,1070
47918764,"Stan Harrison (footballer, born 1940)",3773,unprotected,,1356,Fewer than 30 watchers,,1,2,13,0,0,7,1071
21887247,"Drozdowo, Kołobrzeg County",3771,unprotected,,1879,Fewer than 30 watchers,,1,12,10,0,0,6,1072
